,content
466,慢性肾衰竭病人的自我护理重点  慢性肾衰竭病人的自我护理重点是什么？
467,脉诊 我知道浮脉，沉脉，数脉，我给别人号脉的时候号到了。有数脉的人是妇科炎症，有细菌的病就会有数脉吧？迟脉还不会，没有见到过。
468,艾灸的时间有规定吗？ 实施艾灸治疗或保健，有时间的长短规定吗？或者多长时间合适？感觉很舒服的话，是否可以多灸很长时间呢？类似的疑问是针刺疗法的时间又怎么掌握呢？
469,我今天25岁，之前喜欢跑步、爬山，但我只是业余的，应该不会运动受损。听了课想问问老师我是不是肾阴虚，该怎么调呢？我这学期开始练Keep上的膝关节恢复的运动，但还是没有改善。
470,卵圆孔    卵圆孔内用什么通过？
471,第三题    正常人体肝门静脉和下腔静脉之间的交通部位不是应该在直肠吗？因为有直肠静脉丛的存在呀。
472,老师好，我想问一下经络是不对称的吗？
473,如果护理对象确诊为癌症晚期，患者不知情，你应如何与患者交流？
474,眼内异物   老师，若是微小的昆虫进入眼睛，改如何处理。例如：蚊子、
475,阴经是指:  第一周单元测试题，第五题，阴经是指:应该是五脏的经脉吧？里面有个
476,股骨 老师 股骨间线是哪个部位容易骨折吗？是不是有韧带连接或者骨膜
477,水盐代谢   李宇，男， 65岁，因乏力，恶心呕吐，少尿10天入院。患者3年前出现多尿、夜尿，乏力。近一年常出现恶心，呕吐，头昏，骨痛，跛行，全身骚痒，失眠，记忆力减退， 尿中有蛋白和管型，尿量逐渐减少，近二天每日仅150ml左右。既往高血压13年，有心绞痛史。体格检查：重病容，37℃，160/90mmHg，口臭，牙龈红肿出血，口腔粘膜有溃疡，心界向左下扩大，下肢无水肿。1. 你认为该患者血尿素氮和血肌酐增高的最可能原因是什么？如何治疗？2. 你认为该患者血红蛋白和血细胞比容降低的最可能原因是什么？如何治疗？3. 为什么该患者血钠降低，而血钾增高？
478,第二题    动脉血经过毛细血管后不会有物质交换，变成静脉血吗?
479,服药时间   在一天中，哪些时间段服药效果最好?
480,现代针灸麻醉的临床应用多吗？
481,指正错误   刘老师，您在讲解基地神经节一内容时，讲到的亨廷顿舞蹈症，不是直接通路减弱，间接通路增强，而是相反，直接通路增强，间接通路减弱
482,请问肾上腺素作用的不同受体之间会不会互相干扰？
483,小儿咳嗽   孙老师，您好，想问下小孩3岁，每次感冒后咳嗽要一段时间才恢复，每次都是夜晚刚睡下听到喉中有痰，然后一个多小时后就频繁咳嗽，然后咳嗽到吐了后，再睡下听不到痰声，也不会咳嗽，也可以睡到天亮，白天的话就阵咳嗽为主，但是一到晚上又这样咳嗽，对于这个想问下如何辩证治疗用药？谢谢
484,老师我觉得这道题有问题    女，42岁，支气管哮喘使，伴端坐呼吸，以前使用平喘药无效，诊断为哮喘持续状态。答案说要用倍氯米松吸入，但是对于哮喘持续状态，患者不能吸入足量的气雾量，往往不能发挥作用。而且患者之前也使用了平喘药，没有疗效。
485,每周少于三次，但大便不干结，属于便秘吗    每周少于三次，但大便不干结，属于便秘吗
486,Ⅱ型呼吸衰竭的患者应如何氧疗？为什么？
487,眼睛 老师：眼睛有病，按摩风池，天柱好，还是针灸好？
488,四、名词解释 1.针灸学 是以中医理论为指导，研究经络腧穴、刺灸技术和治疗方法，探讨针灸防治疾病规律，阐述针灸作用机理的一门学科。2.经络学说 是阐述人体经络系统的循行分布、生理功能、病理变化及其与脏腑相相互作用关系的理论体系，是中医基础的重要组成部分，对中医各科尤其是针灸临床实践具有重要指导作用。3.奇经 奇有异的意思，既奇特奇异，奇经八脉与十二正经不同，不直接隶属于十二脏腑，也没有表里配合关系，故称奇经，也叫别道奇行的经脉。4.循经感传 指刺激穴位是在经脉循行路线上出现的一些特殊感觉传导现象。
489,外源性致热原和内源性致热原的区别？  外源性致热原和内源性致热原的区别是致热原属不属于人体自身的组织吗？但看到外源性致热原里有多醣体成分及多核苷酸，觉得这个也像是人体自身有的，有点疑惑...
490,拔罐後留有瘀青的原因？    請問老師，這個是因為局部受寒，寒凝血瘀，還是因為体內濕氣重才會有的表現呢？
491,阑尾的常见和异常位置及其临床意义
492,不合理用药的因素   人可能被错误的信息误导、自身提出不恰当要求。 老师课件中有写明长期以来患者对医生的依从助长了医生的不合理用药：有些长期慢性病的患者盲目自行服药，擅自缩短或延长用药时间；随意购买非处方药可能导致不合理用药的发生；药厂广告不规范，对消费者造成误导
493,阴阳二元论和五行学说是中医的主要说理工具两者的关系如何理解  阴阳二元论和五行学说是中医的主要说理工具两者的关系，通过学习总体感觉是对病症的判断要从阴阳二元论入手，去判断阴阳变化孰强孰若所致；判断后从五行学说及脏腑理论中，寻找人体内部脏腑之间的关系（相生、相克、相乘、相侮），针对其中某一个或某几个脏腑用药，最终调整达到其脏腑阴阳平衡和整体其平衡。这个理解对吗？
494,什么情况会导致椎体钩增生，从而导致颈椎病？
495,请问缓解海洛因戒断症状的是吗啡还是美沙酮？
496,电压钳或胶片钳有什么用
497,手太阳小肠经没有歌诀吗    老师好，请问手太阳小肠经没有方便记忆的歌诀吗，视频里没有提及。谢谢！
498,大多数药物在体内的跨膜转运方式是简单扩散还是膜动转运
499,交会穴    交会穴有多少个？？
500,"第八周第一题 常用药：消毒药水，生理盐水，抗生素成份的消炎药膏，感冒用药，感冒糖浆，肠胃用药，皮肤用药，过敏药，消化药，单方用药，复方用药等 医师建议准备的其他药物 有些人患有发作性疾病,医师都会开.些预防性或是发作时需要 紧急服用的药物，比如心肌缺氧使用的硝基甘油片、气喘时使用的支气管扩张剂等。"
501,第二 1.有些人把纸箱、布制收纳箱等当成小药箱，导致药品易受潮变质。如果药箱没有盖子和隔层，也会影响药品的有效期。建议选择带隔层和盖子的塑料药箱，为药品遮光防潮。 2.外用药和内服药，成人药和儿童药，处方药和非处方药最好分开摆放。突发疾病时，可能由于着急拿错药，如果把外用药内服，或者给孩子吃了成人药，易引起食管灼伤、服药过量等。处方药，尤其是硝酸甘油等用于急救的处方药，应当保存在固定位置，便于发生突发情况时取用，以免在药箱里"大海捞针"，延误治疗时机。 3.许多人把药品包装盒、说明书丢掉，只把药放进药箱。这样看似摆得很整齐，但用药时却找不到服用方法和注意事项等重要信息，很容易吃错。由于家庭成员健康状况的变化，即使是以前用过的药，再用也可能出现新问题。建议将药物和对应的药品说明书放在一起，最好同时保留药品外包装。
502,老师动作电位发生时Na离子进去的过程是体液调节吗？
503,棘突的分叉是怎么形成的
504,溺水施救   溺水后也可以进行心肺复苏吗？
505,针灸艾灸   针灸太专业艾灸人人都可以但是配穴需要学习
506,什么是人体内属阳的热性物质？ 请问老师：阴阳二元论中血、津液为阴液可以理解，但气指阳气，这个阳气具体是什么？人体内属阳的热性物质又是什么？
507,老师，肺脓肿的主要症状是高热吗？
508,老师，请问精子是怎么产生和排泄的？
509,请老师解惑！ 老师，为什么书上说辅酶作为酶的底物接受质子或基团，会被活性中心的必需基团催化形成产物，辅基有没有这种特性？那么单纯酶无辅基，那它是如何进行催化的？底物是不是就是辅基？谢谢！
510,颧弓上缘，相当于大脑半球颞叶前端的下缘吧！
511,溶栓 缺血性脑卒中患者哪种情况不能进行溶栓治疗
512,动作电位   为什么刺激神经纤维的两端，产生的两个动作电位会在中点相遇后就传导停止甚至消失
513,非酶促反应  丙酮酸激酶参与的磷酸化为什么是非酶促反应呢？
514,皮部 老师：十二皮部在刮痧书上有。刮痧的时候，要不要按表里经络那样刮痧？
515,疑似鼻窦炎  47岁女性，怕热手心热，舌体肥大有齿痕。近一年来，夜里感觉鼻干鼻塞，没到换季情况加重，有黄涕，有时鼻甲处出现肿痛，西医认为是疑似鼻窦炎，服用过一个月的消炎药和霍胆丸，无明显效果。请问老师如何进行调治？
516,痛经 痛经，针灸好还是艾灸好。还是同时都用好？只取三阴交可以吗？
517,实证，虚证，傻傻分不清楚
518,请思考和分析现代妇女自愿采用剖腹产的比率越来越高的原因。
519,高血压    根据影响动脉血压的因素，分析爱吃大鱼大肉与高血压的关系
520,在干燥环境下结核杆菌可以存活6到8个月啊，，而且痰液里面肯定有结核杆菌，所以痰液是有必要消毒的。。
521,为什么苯妥英钠减少GABA释放反而可以抗癫痫？    GABA不是本身就是抗癫痫的吗？减少了GABA的释放为什么可以抗癫痫？（见苯妥英钠作用机制一页）
522,治疗 我在医院针灸过。医生都是扎胳膊肘以下，和膝盖一下。后背扎针灸很少，为啥？
523,老师，为什么没有必要对餐具等进行消毒
524,尿酸高引起的痛风要多久才能继续吃，牛羊狗肉虾蟹，海鲜和壳类
525,眼睛 您说，眼睛有病是胆经。那肝经不是和眼睛有关么？比如，左眼睛干涩，怎么治？治肝还是治胆？
526,有一个口误吧 颈动脉小球借结缔组织连于颈总动脉分杈处后方，不是肺动脉杈后方。
